"game_id","season","foul","qtr","home_team_id","away_team_id","leading_team","winner","success","home_game_fgpct","home_game_3pct","home_game_FTpct","away_game_fgpct","away_game_3pct","away_game_FTpct","clock_seconds","leading_fgpct","leading_3pct","leading_FTpct","opponent_fgpct","opponent_3pct","opponent_FTpct"
271221022,2008,1,4,"POR","DEN","home","home",1,45.3,36,75.9,45.6,25,76,12.9,45.3,36,75.9,45.6,25,76
271229015,2008,1,4,"MIL","NJ","away","away",1,44.6,25,70.3,50,25,52.2,10.6,50,25,52.2,44.6,25,70.3
280208018,2008,1,4,"NY","SA","home","away",0,40.8,42.9,62.9,48.7,52.4,77.8,7.4,40.8,42.9,62.9,48.7,52.4,77.8
280209009,2008,1,4,"GS","SAC","home","home",1,41.8,22.6,66.7,45.7,18.8,68.2,3,41.8,22.6,66.7,45.7,18.8,68.2
280308027,2008,1,4,"WSH","CHA","away","away",1,42.7,34.4,73.3,45.8,47.8,69.7,5.6,45.8,47.8,69.7,42.7,34.4,73.3
280314004,2008,1,4,"CHI","PHI","away","away",1,45.1,31.6,90,41.8,57.1,90.9,16,41.8,57.1,90.9,45.1,31.6,90
280321009,2008,1,4,"GS","HOU","away","away",1,46.2,33.3,66.7,47.6,36.4,80.8,0.6,47.6,36.4,80.8,46.2,33.3,66.7
280330005,2008,1,4,"CLE","PHI","home","home",1,45.8,40,77.8,43.9,23.1,72.2,2.9,45.8,40,77.8,43.9,23.1,72.2
280410006,2008,1,4,"DAL","UTAH","home","home",1,44.6,53.3,92,46.3,50,85.7,11.5,44.6,53.3,92,46.3,50,85.7
281118009,2009,1,4,"GS","POR","home","home",1,45,40,94.3,46.8,54.5,69,5.6,45,40,94.3,46.8,54.5,69
281216013,2009,1,4,"LAL","NY","home","home",1,47.4,26.1,80,45.7,41.9,96.4,3.8,47.4,26.1,80,45.7,41.9,96.4
290107015,2009,1,4,"MIL","PHI","away","away",1,47.1,36.8,78.3,51.5,53.3,82.1,11.3,51.5,53.3,82.1,47.1,36.8,78.3
290109007,2009,1,4,"DEN","DET","away","away",1,41.7,15.4,82.4,42.5,20,67.5,8.1,42.5,20,67.5,41.7,15.4,82.4
290123012,2009,1,4,"LAC","OKC","home","home",1,48.1,57.9,83.3,42.7,46.7,84.6,5.5,48.1,57.9,83.3,42.7,46.7,84.6
290201023,2009,1,4,"SAC","SEA","home","home",1,45.4,31.8,79.4,45.6,21.4,84.6,2.5,45.4,31.8,79.4,45.6,21.4,84.6
290203011,2009,1,4,"IND","MIN","away","away",1,47.6,45.8,69,48.8,47.8,95.5,21.4,48.8,47.8,95.5,47.6,45.8,69
290208003,2009,1,4,"NO","MIN","home","home",1,48.5,20,82.1,44,29.6,71.4,1.8,48.5,20,82.1,44,29.6,71.4
290303015,2009,1,4,"MIL","BKN","away","away",1,38.5,26.1,86.4,42.9,33.3,92.3,2.6,42.9,33.3,92.3,38.5,26.1,86.4
290314014,2009,1,4,"MIA","UTAH","away","home",0,46.2,33.3,89.7,48.5,45,78.6,16.3,48.5,45,78.6,46.2,33.3,89.7
290315012,2009,1,4,"LAC","NJ","away","home",0,50,47.4,75,50.7,43.5,76,7.3,50.7,43.5,76,50,47.4,75
290318029,2009,1,4,"MEM","DEN","away","away",1,47.7,58.3,80,48.7,42.9,82.4,3.2,48.7,42.9,82.4,47.7,58.3,80
290323021,2009,1,4,"PHX","DEN","home","home",1,50.6,37.5,77.3,44.7,47.6,87.9,5.4,50.6,37.5,77.3,44.7,47.6,87.9
290328027,2009,1,4,"WSH","DET","away","away",1,44.3,35.7,80.8,46.8,66.7,73.7,4.5,46.8,66.7,73.7,44.3,35.7,80.8
290329028,2009,1,4,"TOR","CHI","home","home",1,54.3,46.2,87.5,55.3,46.2,82.6,6.6,54.3,46.2,87.5,55.3,46.2,82.6
290401009,2009,1,4,"GS","SAC","home","home",1,53.5,23.1,76.2,43.9,48,82.7,10.2,53.5,23.1,76.2,43.9,48,82.7
291125002,2010,1,4,"BOS","PHI","home","home",1,48.7,25.9,76.9,47.6,65,73.1,1.4,48.7,25.9,76.9,47.6,65,73.1
291125003,2010,1,4,"NO","MIL","away","home",0,36.6,25,90.3,39.6,28,72.7,21.9,39.6,28,72.7,36.6,25,90.3
291208004,2010,1,4,"CHI","BKN","away","away",1,46.6,33.3,65.2,45.2,15,85.7,2.1,45.2,15,85.7,46.6,33.3,65.2
291208006,2010,1,4,"DAL","PHX","home","home",1,44.7,26.1,87,44.3,36.8,96,3.7,44.7,26.1,87,44.3,36.8,96
291228009,2010,1,4,"GS","BOS","home","home",1,46,30.8,65.5,50,26.3,66.7,4.4,46,30.8,65.5,50,26.3,66.7
300111011,2010,1,4,"IND","TOR","home","home",1,42.5,35.5,74.1,39.5,30,72.1,5.3,42.5,35.5,74.1,39.5,30,72.1
300115006,2010,1,4,"DAL","OKC","home","home",1,44.3,28.6,84.6,42,35.3,82.8,6,44.3,28.6,84.6,42,35.3,82.8
300118010,2010,1,5,"HOU","MIL","home","home",1,41.9,25,82.1,44.6,36,63.6,8.6,41.9,25,82.1,44.6,36,63.6
300131010,2010,1,5,"HOU","PHX","away","away",1,37.7,32.4,69,48.2,21.4,91.4,4.3,48.2,21.4,91.4,37.7,32.4,69
